Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
16911558201600000002P;FA053734;PAGO CONFIRMADO;991.85;0;23/06/2017;19/01/2018;991.85;26/06/2017;ARCSA;24/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785169201600000017P;FA053727;PAGO CONFIRMADO;565.21;0;23/06/2017;19/01/2018;565.21;26/06/2017;ARCSA;25/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914226201700000022P;FA053722;PAGO CONFIRMADO;225.84;0;23/06/2017;19/01/2018;225.84;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16790982201700000006P;FA053699;PAGO CONFIRMADO;41.8;0;23/06/2017;01/07/2017;41.8;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910092201700000070P;FA053697;PAGO CONFIRMADO;225.84;0;23/06/2017;19/01/2018;225.84;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922126201700000046P;FA053705;PAGO CONFIRMADO;45.22;0;23/06/2017;19/01/2018;45.22;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931835201700000128P;FA053679;PAGO CONFIRMADO;90.43;0;23/06/2017;01/07/2017;90.43;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16786788201700000022P;FA053692;PAGO CONFIRMADO;340.34;0;23/06/2017;01/07/2017;340.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901658201700000019P;FA053691;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901658201700000018P;FA053674;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901658201700000017P;FA053673;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16932828201700000010P;FA053682;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910796201700000025P;FA053690;PAGO CONFIRMADO;150;0;23/06/2017;01/07/2017;150;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000327P;FA053647;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201700000055P;FA053644;PAGO CONFIRMADO;904.34;0;23/06/2017;08/07/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913895201700000006P;FA053667;PAGO CONFIRMADO;220;0;23/06/2017;01/07/2017;220;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16926439201700000001P;FA053614;PAGO CONFIRMADO;904.34;0;23/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16919163201700000019P;FA053594;PAGO CONFIRMADO;57.62;0;22/06/2017;30/06/2017;57.62;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16007447201700000010P;FA053605;PAGO CONFIRMADO;34.03;0;22/06/2017;30/06/2017;34.03;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201700000040P;FA053580;PAGO CONFIRMADO;904.34;0;22/06/2017;07/07/2017;904.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000326P;FA053576;PAGO CONFIRMADO;904.34;0;22/06/2017;30/06/2017;904.34;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794047201700000002P;FA053574;PAGO CONFIRMADO;96.09;0;22/06/2017;02/07/2017;96.09;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910623201700000042P;FA053571;PAGO CONFIRMADO;54.21;0;22/06/2017;18/01/2018;54.21;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16778846201700000011P;FA053554;PAGO CONFIRMADO;904.34;0;22/06/2017;30/06/2017;904.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16006127201700000001P;FA053474;PAGO CONFIRMADO;104.53;0;21/06/2017;29/06/2017;104.53;24/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16006127201700000002P;FA053502;PAGO CONFIRMADO;104.53;0;21/06/2017;29/06/2017;104.53;24/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913945201700000092P;FA053488;PAGO CONFIRMADO;58.34;0;21/06/2017;17/01/2018;58.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000017P;FA053469;PAGO CONFIRMADO;225.84;0;21/06/2017;17/01/2018;225.84;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000021P;FA053492;PAGO CONFIRMADO;96.09;0;21/06/2017;01/07/2017;96.09;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913945201700000091P;FA053470;PAGO CONFIRMADO;58.34;0;21/06/2017;01/07/2017;58.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913945201700000090P;FA053486;PAGO CONFIRMADO;58.34;0;21/06/2017;17/01/2018;58.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000018P;FA053484;PAGO CONFIRMADO;96.09;0;21/06/2017;01/07/2017;96.09;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913945201700000089P;FA053482;PAGO CONFIRMADO;58.34;0;21/06/2017;17/01/2018;58.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792495201700000032P;FA053463;PAGO CONFIRMADO;10.45;0;21/06/2017;29/06/2017;10.45;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792495201700000034P;FA053454;PAGO CONFIRMADO;10.45;0;21/06/2017;29/06/2017;10.45;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792495201700000031P;FA053452;PAGO CONFIRMADO;10.45;0;21/06/2017;29/06/2017;10.45;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792495201700000033P;FA053450;PAGO CONFIRMADO;10.45;0;21/06/2017;29/06/2017;10.45;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901726201700000345P;FA053447;PAGO CONFIRMADO;904.34;0;21/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000018P;FA053431;PAGO CONFIRMADO;225.84;0;21/06/2017;17/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201600000116P;FA053446;PAGO CONFIRMADO;90.43;0;21/06/2017;06/07/2017;90.43;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16787886201700000003P;FA053445;PAGO CONFIRMADO;90.43;0;21/06/2017;17/01/2018;90.43;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000010P;FA053444;PAGO CONFIRMADO;225.84;0;21/06/2017;17/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000009P;FA053428;PAGO CONFIRMADO;225.84;0;21/06/2017;17/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792419201700000015P;FA053426;PAGO CONFIRMADO;10.45;0;21/06/2017;29/06/2017;10.45;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781468201700000084P;FA053422;PAGO CONFIRMADO;180.86;0;21/06/2017;01/07/2017;180.86;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781468201700000083P;FA053381;PAGO CONFIRMADO;180.86;0;21/06/2017;01/07/2017;180.86;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781468201700000080P;FA053412;PAGO CONFIRMADO;180.86;0;21/06/2017;01/07/2017;180.86;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002078P;FA053380;PAGO CONFIRMADO;180.86;0;21/06/2017;01/07/2017;180.86;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16007447201700000011P;FA053409;PAGO CONFIRMADO;340.34;0;21/06/2017;29/06/2017;340.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16790982201700000005P;FA053408;PAGO CONFIRMADO;41.8;0;21/06/2017;29/06/2017;41.8;24/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928435201700000093P;FA053406;PAGO CONFIRMADO;90.43;0;21/06/2017;29/06/2017;90.43;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201700000008P;FA053388;PAGO CONFIRMADO;904.34;0;21/06/2017;06/07/2017;904.34;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910623201700000066P;FA053386;PAGO CONFIRMADO;904.34;0;21/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910623201700000065P;FA053384;PAGO CONFIRMADO;904.34;0;21/06/2017;01/07/2017;904.34;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16778846201700000010P;FA053328;PAGO CONFIRMADO;904.34;0;20/06/2017;28/06/2017;904.34;26/06/2017;ARCSA;20/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794156201700000002P;FA053346;PAGO CONFIRMADO;104.53;0;20/06/2017;28/06/2017;104.53;26/06/2017;ARCSA;20/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000019P;FA053317;PAGO CONFIRMADO;96.09;0;20/06/2017;30/06/2017;96.09;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000016P;FA053314;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000015P;FA053311;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000014P;FA053310;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912953201700000017P;FA053307;PAGO CONFIRMADO;90.43;0;20/06/2017;28/06/2017;90.43;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000013P;FA053279;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000012P;FA053306;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792331201700000011P;FA053278;PAGO CONFIRMADO;225.84;0;20/06/2017;16/01/2018;225.84;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000057P;FA053260;PAGO CONFIRMADO;142.94;0;20/06/2017;28/06/2017;142.94;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000058P;FA053230;PAGO CONFIRMADO;214.41;0;20/06/2017;28/06/2017;214.41;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912759201700000001P;FA053249;PAGO CONFIRMADO;904.34;0;20/06/2017;05/07/2017;904.34;26/06/2017;ARCSA;20/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929349201700000003P;FA053183;PAGO CONFIRMADO;90.43;0;19/06/2017;04/07/2017;90.43;26/06/2017;ARCSA;22/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000055P;FA053154;PAGO CONFIRMADO;142.94;0;19/06/2017;27/06/2017;142.94;26/06/2017;ARCSA;21/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910119201700000854P;FA053148;PAGO CONFIRMADO;90.43;0;19/06/2017;27/06/2017;90.43;26/06/2017;ARCSA;19/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911495201700000573P;FA053142;PAGO CONFIRMADO;58.34;0;19/06/2017;27/06/2017;58.34;26/06/2017;ARCSA;20/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16005727201700000013P;FA053141;PAGO CONFIRMADO;20.9;0;19/06/2017;27/06/2017;20.9;26/06/2017;ARCSA;26/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910119201700000857P;FA053138;PAGO CONFIRMADO;90.43;0;19/06/2017;27/06/2017;90.43;26/06/2017;ARCSA;19/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792627201700000003P;FA053079;PAGO CONFIRMADO;10.45;0;19/06/2017;27/06/2017;10.45;26/06/2017;ARCSA;23/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000058P;FA052985;PAGO CONFIRMADO;904.34;0;16/06/2017;26/06/2017;904.34;26/06/2017;ARCSA;17/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000056P;FA052965;PAGO CONFIRMADO;904.34;0;16/06/2017;26/06/2017;904.34;26/06/2017;ARCSA;17/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000054P;FA052964;PAGO CONFIRMADO;904.34;0;16/06/2017;26/06/2017;904.34;26/06/2017;ARCSA;17/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000053P;FA052957;PAGO CONFIRMADO;904.34;0;16/06/2017;26/06/2017;904.34;26/06/2017;ARCSA;17/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000043P;FA052962;PAGO CONFIRMADO;904.34;0;16/06/2017;26/06/2017;904.34;26/06/2017;ARCSA;17/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000017P;FA052936;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000015P;FA052948;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000014P;FA052931;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000012P;FA052947;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000009P;FA052929;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000007P;FA052944;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000004P;FA052926;PAGO CONFIRMADO;96.09;0;16/06/2017;26/06/2017;96.09;26/06/2017;ARCSA;16/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
